run,step,loss
small-sc341-nsp-small,2835,4.167762279510498
small-sc341-nsp-small,2838,4.2397780418396
small-sc341-nsp-small,2840,4.082184791564941
small-sc341-nsp-small,2843,4.0521345138549805
small-sc341-nsp-small,2845,4.192943572998047
small-sc341-nsp-small,2848,4.110883712768555
small-sc341-nsp-small,2850,4.028754234313965
small-sc341-nsp-small,2852,4.076729774475098
small-sc341-nsp-small,2862,4.074071884155273
small-sc341-nsp-small,2869,4.280583381652832
small-sc341-nsp-small,2882,4.097817897796631
small-sc341-nsp-small,2888,4.15664529800415
small-sc341-nsp-small,2901,4.122941970825195
small-sc341-nsp-small,2904,4.144812107086182
small-sc341-nsp-small,2905,4.128384590148926
small-sc341-nsp-small,2909,4.134419918060303
small-sc341-nsp-small,2918,4.195572853088379
small-sc341-nsp-small,2919,4.080460071563721
small-sc341-nsp-small,2921,4.1683125495910645
small-sc341-nsp-small,2927,4.152940273284912
small-sc341-nsp-small,2930,4.138684272766113
small-sc341-nsp-small,2933,4.059627532958984
small-sc341-nsp-small,2936,4.083996772766113
small-sc341-nsp-small,2947,4.111817359924316
small-sc341-nsp-small,2958,4.082785129547119
small-sc341-nsp-small,2962,4.0486345291137695
small-sc341-nsp-small,2966,4.139843940734863
small-sc341-nsp-small,2972,4.104496955871582
small-sc341-nsp-small,2977,3.8882734775543213
small-sc341-nsp-small,2982,3.9722771644592285
small-sc341-nsp-small,2990,4.098503589630127
small-sc341-nsp-small,2992,4.065680980682373
small-sc341-nsp-small,2994,4.038376808166504
small-sc341-nsp-small,2997,4.135381698608398
small-sc341-nsp-small,3002,4.048722267150879
small-sc341-nsp-small,3008,4.040454864501953
small-sc341-nsp-small,3011,4.187983989715576
